size,bcost,icost,scost,mcost,qcost,qcostm
726,525625,131337,263175,5985,7003,5791
727,527076,129784,263901,5988,7160,5677
728,528529,135292,264628,6046,7381,5697
729,529984,132598,265356,6032,7681,5774
730,531441,137995,266085,6032,7442,5813
731,532900,132945,266815,6065,7549,5860
732,534361,126020,267546,6055,7269,5829
733,535824,135757,268278,6077,7499,5761
734,537289,131658,269011,6084,7388,5957
735,538756,138329,269745,6122,8959,5792
736,540225,131032,270480,6104,7880,5803
737,541696,134940,271216,6106,7425,5830
738,543169,134237,271953,6141,8227,5851
739,544644,137543,272691,6133,7056,5781
740,546121,135579,273430,6140,7004,5863
741,547600,136302,274170,6148,8262,5775
742,549081,131933,274911,6168,8334,5854
743,550564,138177,275653,6174,6839,5867
744,552049,145447,276396,6181,7163,5978
745,553536,143223,277140,6195,7534,5865
746,555025,136640,277885,6219,7911,5910
747,556516,139682,278631,6202,7406,5936
748,558009,149537,279378,6229,7444,5974
749,559504,137228,280126,6215,7834,5885
750,561001,142552,280875,6226,8366,5898
751,562500,139220,281625,6218,7761,5956
752,564001,139205,282376,6253,7760,5980
753,565504,135323,283128,6272,8179,5982
754,567009,142833,283881,6275,7702,6084
755,568516,140355,284635,6301,7203,5946
756,570025,140400,285390,6286,7535,5969
757,571536,144954,286146,6296,7560,5988
758,573049,144762,286903,6329,7518,6149
759,574564,142523,287661,6328,7809,6010
760,576081,147476,288420,6331,7681,6088
761,577600,139146,289180,6352,7689,6022
762,579121,143834,289941,6362,8723,6022
763,580644,146286,290703,6374,8049,6100
764,582169,146167,291466,6347,8038,6098
765,583696,141361,292230,6403,7890,6066
766,585225,142735,292995,6394,7930,6131
767,586756,151581,293761,6390,8013,6307
768,588289,147585,294528,6396,8259,6153
769,589824,148171,295296,6423,8332,6088
770,591361,145930,296065,6441,8205,6356
771,592900,147525,296835,6438,7811,6073
772,594441,145995,297606,6441,8590,6449
773,595984,147454,298378,6462,8640,6206
774,597529,151594,299151,6455,7980,6075
775,599076,150156,299925,6504,7774,6224
776,600625,151434,300700,6506,7705,6191
777,602176,147212,301476,6483,8830,6172
778,603729,147859,302253,6503,8033,6248
779,605284,147169,303031,6544,7868,6285
780,606841,146954,303810,6523,7600,6177
781,608400,153758,304590,6520,7758,6206
782,609961,155049,305371,6554,7656,6455
783,611524,143294,306153,6561,8560,6255
784,613089,154693,306936,6559,8361,6253
785,614656,150671,307720,6548,8287,6370
786,616225,153524,308505,6602,8416,6388
787,617796,158613,309291,6621,8050,6547
788,619369,151339,310078,6616,7788,6219
789,620944,159472,310866,6600,8465,6359
790,622521,159151,311655,6619,7993,6350
791,624100,156380,312445,6621,7513,6592
792,625681,156822,313236,6651,8050,6276
793,627264,152721,314028,6619,8454,6306
794,628849,155392,314821,6666,7791,6523
795,630436,159320,315615,6648,7895,6501
796,632025,151181,316410,6688,8474,6415
797,633616,159786,317206,6690,7879,6297
798,635209,153376,318003,6709,7640,6491
799,636804,167948,318801,6731,8251,6345
800,638401,166053,319600,6717,8644,6388
801,640000,161409,320400,6724,7764,6468
802,641601,162666,321201,6752,7783,6398
803,643204,162258,322003,6743,9010,6463
804,644809,161549,322806,6749,7800,6389
805,646416,163437,323610,6768,8707,6399
806,648025,155190,324415,6766,7879,6443
807,649636,164674,325221,6786,8261,6473
808,651249,159319,326028,6791,9529,6572
809,652864,164317,326836,6805,7904,6460
810,654481,157346,327645,6799,10261,6461
811,656100,163768,328455,6800,8323,6536
812,657721,166099,329266,6858,8584,6480
813,659344,163656,330078,6843,8956,6513
814,660969,165020,330891,6862,8598,6525
815,662596,168516,331705,6875,8434,6507
816,664225,165236,332520,6897,9150,6624
817,665856,169652,333336,6909,9203,6588
818,667489,168656,334153,6902,9204,6552
819,669124,167104,334971,6906,8977,6570
820,670761,164522,335790,6917,9320,6558
821,672400,172403,336610,6954,9290,6592
822,674041,170656,337431,6963,9779,6592
823,675684,163093,338253,6957,8979,6646
824,677329,174236,339076,6975,8425,6616
825,678976,169046,339900,6980,8159,6589
826,680625,173876,340725,6984,8175,6792
827,682276,172035,341551,6986,8405,6679
828,683929,173452,342378,7032,8704,6638
829,685584,172390,343206,7019,9454,6611
830,687241,173678,344035,7022,8587,6625
831,688900,172261,344865,7048,8265,6750
832,690561,177162,345696,7053,8914,6663
833,692224,166373,346528,6999,9491,6775
834,693889,181659,347361,7021,9723,6678
835,695556,174365,348195,7056,9636,6800
836,697225,167370,349030,7107,8327,6841
837,698896,168297,349866,7074,7910,6730
838,700569,171926,350703,7106,9566,6796
839,702244,181586,351541,7110,9413,6798
840,703921,171598,352380,7073,9471,6839
841,705600,174493,353220,7126,8388,6819
842,707281,174966,354061,7151,8796,6834
843,708964,187271,354903,7148,8424,6776
844,710649,176768,355746,7181,8996,6829
845,712336,171365,356590,7185,8593,6852
846,714025,182388,357435,7152,9187,6785
847,715716,181133,358281,7207,9223,6923
848,717409,172242,359128,7176,8902,6789
849,719104,179494,359976,7207,8983,6870
850,720801,182752,360825,7232,9446,6933
851,722500,179254,361675,7227,8750,6920
852,724201,183183,362526,7234,8325,6917
853,725904,183949,363378,7279,9181,6869
854,727609,185704,364231,7245,8727,6870
855,729316,181761,365085,7274,9611,6915
856,731025,186326,365940,7295,8267,6870
857,732736,180388,366796,7287,8385,6949
858,734449,185375,367653,7299,9204,7007
859,736164,174856,368511,7320,8648,7264
860,737881,183500,369370,7316,9996,7040
861,739600,194112,370230,7342,9134,6917
862,741321,195009,371091,7309,8831,6981
863,743044,188843,371953,7345,10013,7047
864,744769,189096,372816,7334,8443,7106
865,746496,184538,373680,7367,8177,6987
866,748225,191756,374545,7370,9988,7030
867,749956,184355,375411,7353,9086,7060
868,751689,189094,376278,7394,8907,7008
869,753424,179840,377146,7398,8476,7081
870,755161,194844,378015,7407,8541,7031
871,756900,193805,378885,7423,9039,6993
872,758641,186365,379756,7449,9624,7054
873,760384,189273,380628,7432,10626,7172
874,762129,193975,381501,7443,9292,7075
875,763876,199365,382375,7457,9984,7105
876,765625,190800,383250,7496,9125,7081
877,767376,193285,384126,7510,8867,7130
878,769129,203024,385003,7501,8981,7268
879,770884,195315,385881,7482,9975,7251
880,772641,195527,386760,7547,10367,7184
881,774400,184389,387640,7515,9827,7125
882,776161,189525,388521,7549,9122,7386
883,777924,192072,389403,7540,9399,7128
884,779689,197146,390286,7562,10013,7196
885,781456,195923,391170,7543,9084,7189
886,783225,194333,392055,7598,11039,7181
887,784996,193977,392941,7563,9802,7206
888,786769,198940,393828,7605,10439,7207
889,788544,201185,394716,7619,9741,7287
890,790321,205645,395605,7595,9244,7279
891,792100,198840,396495,7637,8952,7279
892,793881,205909,397386,7598,9216,7224
893,795664,198311,398278,7650,9940,7340
894,797449,199088,399171,7627,9585,7312
895,799236,198180,400065,7668,9530,7265
896,801025,196775,400960,7690,10156,7315
897,802816,203284,401856,7661,9952,7316
898,804609,206810,402753,7701,9445,7402
899,806404,201903,403651,7674,9381,7324
900,808201,199866,404550,7706,10139,7328
901,810000,204213,405450,7733,9584,7345
902,811801,213092,406351,7736,9797,7278
903,813604,209023,407253,7748,9475,7459
904,815409,204631,408156,7750,9311,7327
905,817216,207695,409060,7753,8875,7372
906,819025,204910,409965,7766,8899,7405
907,820836,207690,410871,7794,9952,7444
908,822649,203685,411778,7799,9467,7397
909,824464,200085,412686,7774,9598,7462
910,826281,203809,413595,7842,10163,7499
911,828100,203108,414505,7835,10567,7447
912,829921,205235,415416,7816,9524,7445
913,831744,207794,416328,7827,9819,7512
914,833569,207247,417241,7869,10683,7542
915,835396,201695,418155,7847,9975,7528
916,837225,206482,419070,7853,9858,7646
917,839056,218743,419986,7899,9467,7506
918,840889,210315,420903,7900,10463,7630
919,842724,216645,421821,7880,10050,7500
920,844561,207387,422740,7925,9282,7594
921,846400,210212,423660,7915,9979,7641
922,848241,212042,424581,7884,11269,7614
923,850084,213671,425503,7937,9522,7559
924,851929,211297,426426,7944,9231,7553
925,853776,207931,427350,7929,9907,7556
926,855625,202020,428275,7962,10156,7662
927,857476,226750,429201,8013,10126,7631
928,859329,210937,430128,7968,9546,7628
929,861184,216904,431056,8003,9708,7651
930,863041,213915,431985,8036,10266,7631
931,864900,218704,432915,8021,10243,7590
932,866761,219771,433846,8033,10060,7720
933,868624,223624,434778,8026,9522,7715
934,870489,219331,435711,8050,9649,7734
935,872356,216961,436645,8051,10101,7684
936,874225,221749,437580,8057,10395,7679
937,876096,209692,438516,8075,9532,7684
938,877969,224701,439453,8079,9799,7690
939,879844,220247,440391,8128,10066,7717
940,881721,219702,441330,8112,10062,7809
941,883600,224776,442270,8153,10382,7821
942,885481,227767,443211,8138,10740,7780
943,887364,218747,444153,8109,11294,7800
944,889249,223474,445096,8158,9607,7778
945,891136,231118,446040,8168,9348,7790
946,893025,223470,446985,8163,9764,7913
947,894916,225429,447931,8183,10686,7893
948,896809,223417,448878,8188,10546,7855
949,898704,228762,449826,8198,10316,7829
950,900601,229422,450775,8213,11047,8062
951,902500,229916,451725,8224,9678,7892
952,904401,230406,452676,8233,9878,7825
953,906304,231819,453628,8220,9913,7882
954,908209,222927,454581,8267,10034,7827
955,910116,227741,455535,8255,10247,7873
956,912025,230533,456490,8290,10771,8053
957,913936,229716,457446,8252,11061,7943
958,915849,233743,458403,8298,10954,8010
959,917764,236299,459361,8302,9919,7931
960,919681,232449,460320,8318,10870,7934
961,921600,230764,461280,8320,10335,7983
962,923521,233406,462241,8307,11922,8100
963,925444,231577,463203,8330,10248,7980
964,927369,233636,464166,8365,10350,7950
965,929296,230348,465130,8364,9994,8057
966,931225,229137,466095,8366,10034,7997
967,933156,228945,467061,8376,10802,8002
968,935089,233933,468028,8389,10922,7960
969,937024,234298,468996,8395,9721,8031
970,938961,226947,469965,8404,10394,8166
971,940900,235949,470935,8377,10787,8055
972,942841,240427,471906,8412,10112,8077
973,944784,240236,472878,8415,10468,8060
974,946729,237182,473851,8421,10117,8084
975,948676,234582,474825,8458,11141,8104
976,950625,239715,475800,8473,10762,8040
977,952576,242915,476776,8501,11467,8137
978,954529,232841,477753,8493,10758,8063
979,956484,241789,478731,8496,12269,8138
980,958441,241146,479710,8532,10576,8063
981,960400,245035,480690,8540,10488,8100
982,962361,239477,481671,8554,10393,8263
983,964324,240356,482653,8549,10718,8205
984,966289,244158,483636,8516,10605,8278
985,968256,245341,484620,8537,11062,8109
986,970225,234497,485605,8573,12160,8189
987,972196,247537,486591,8576,10438,8212
988,974169,253922,487578,8579,11413,8289
989,976144,250964,488566,8609,11446,8151
990,978121,238688,489555,8612,10738,8425
991,980100,245168,490545,8557,10654,8270
992,982081,239593,491536,8634,10758,8330
993,984064,249418,492528,8659,10638,8251
994,986049,247638,493521,8662,10638,8377
995,988036,235838,494515,8663,11328,8317
996,990025,246314,495510,8670,10513,8299
997,992016,247771,496506,8690,10544,8308
998,994009,245338,497503,8673,11703,8312
999,996004,255333,498501,8681,11320,8320
1000,998001,254694,499500,8740,10373,8313
